27f2b6c3-a9bf-4750-b506-00124e446439,1,1
591a1bbe-9cbb-45fe-ab62-0014295d74ee,1,2
a3273798-d7e3-4abd-9ae2-00176a8fda83,1,2
846387b2-11e7-446b-a906-0039db5e6e19,6,0
6dd5120d-4385-48a9-8691-003ae34ba9c7,1,1
5cd76a2d-8944-4bb5-8d59-003b546442fc,3,3
97039b13-6937-49b0-adda-00448563915a,3,0
a2bba0fb-076b-4b17-b917-00457d27450d,0,0
05416902-2c22-4517-9ba4-0047b2e08a6d,1,1
f51d8078-81d8-4880-a26b-00482199fff6,0,0
4d9e32e2-8a72-45fb-9cd6-00564168ac15,3,1
1512c11a-3c68-42f0-aaf6-005655a8d146,2,1
4fa8db0a-c4f1-4575-a310-00569b90c4ca,0,0
658003cc-58bf-4cb5-98d5-0056c64a4663,2,1
23832639-f7c4-4b6d-8dfc-005cb0f4de70,1,1
4a834881-a0be-4f21-8b96-005d2be1c0bb,1,1
f9bd6181-93c3-4b32-8280-005e039a1c1f,0,0
9c721134-7fbe-4b8d-977b-005f4fb34c41,1,4
85f958fe-cfee-479d-ac9e-006749c65c62,0,0
dc3695d7-7bcb-4ba9-94ad-006b12c8604a,0,0
00422e44-b4db-4e20-ae4d-006d6628577f,0,1
9d596aeb-3ac6-4442-9be8-00762afd2619,0,1
817dba62-24bb-440d-9880-0091d1394a74,0,0
3e876d40-695e-4bd8-aea2-009213d2be12,0,0
6a57d1e7-95da-4b9a-9546-009679773694,0,1
f220d21e-62b7-42b0-8332-009863267b2c,1,1
c791daa5-1ae4-41bb-96aa-009e1c3455a1,2,0
fd4941c7-8ae3-4698-870c-009f6ba0e6da,0,0
c46b4ada-5a4d-43ee-9c13-00afae80ffc8,1,1
d4c5d6e4-94a6-480b-9508-00b840afca3e,0,0
d96cac09-c774-4aba-851a-00ba25c7ed6b,0,0
822d2181-4c19-4371-848b-00cddadb4372,1,2
237dc7d5-4055-4644-9882-00d126262998,0,2
0ff05ad6-340d-4fb7-8b3a-00d24a4ec9e9,1,0
25ab8933-f19d-42ce-9902-00d6150562ed,0,0
41dc6953-22d9-4af5-bff6-00d7d146cce5,0,0
a2903c92-5420-4d79-a103-00de8205f5cd,0,1
13d53496-2c1c-431e-84e0-00f349ca6a05,0,0
4812342b-6003-41ea-a6e9-010eed554057,0,0
2183f9f7-5bbe-4c83-b24d-010fa47ab4e6,2,1
dd6eb733-f839-4f0a-91a4-011131b0cb18,0,0
ebd801e4-de96-48e9-8397-0117bf036e3d,0,0
4afe297d-b23d-420f-bde9-011955483281,0,0
e6e63a81-a4d7-410e-acae-011e5be06ad9,1,1
23cc406d-6eb9-4220-abbf-01290cd67627,0,0
8bf4f978-dd6c-4023-9df4-0129a877241b,1,1
65f5322d-fc39-4276-8c9c-012d426b1bd7,1,0
80af3ec5-5473-4ca3-b4b7-01315e132c16,0,0
41ff7051-f6ec-4ce5-a6ff-0134da98a32e,0,0
79a01e16-5998-40ca-a5c1-013f65a25004,3,1
a76fd5bc-cb2e-49b3-889e-014667bb3f91,3,1
046f4b84-5b93-4c3b-9228-01484518c668,0,0
ee4e16aa-b2af-42c4-988d-014e4d7f1700,0,0
21feeef0-8601-4af6-b2dc-01504d666285,0,0
efba634c-7804-4b07-b679-0153be5b08e5,0,0
c4fadb04-ed46-4584-bc5a-01588a52faaf,0,0
bf89bfe7-4542-47f6-b74a-016223b58c59,0,1
695b25dc-67c6-476d-bc28-016506816f6b,1,1
8232cac9-dd23-40bf-82d9-01695d941ab4,0,0
5febaf84-b46e-4d6e-bbcb-016a2c219514,0,0
f2c7818a-d116-4339-aaf1-01730b9b1022,0,0
73f7a6fb-1a94-48b6-b802-0177519d59df,3,1
c38d9a15-fe16-4da4-8fa8-0179b8810b43,1,1
0d7d37f4-4bee-4faf-a572-017c689c9517,0,0
388d126c-bbd3-41cc-8422-0185d33ce8b8,0,0
1b51162b-de63-48ef-a058-01876efd6e82,0,0
2b04aa8d-d4da-4c9b-9eb5-018c6e7f136d,0,0
7ac15e60-56a3-4305-b527-01a084e5c026,0,0
6cede4ad-d051-4d67-9a3c-01a5d5933970,0,0
e2191df8-b9f3-42ea-95db-01acb9093b5a,1,1
3a78356d-7631-46be-9bdf-01bf460129b1,0,0
035a5c29-18ea-4b2f-b060-01bffe15597f,2,0
ed4e289d-7e0d-4a0c-ab2d-01c8540e6dda,0,0
c215cde3-3084-4df7-9040-01de9743598c,1,1
d2816fc7-cc6e-48c9-9693-01ea1312932e,0,0
9b51e085-f955-47da-8aad-01f24e6cd0ea,0,0
2454176e-b5bd-457a-ae54-01ffefbf32a5,2,0
ae4c8e3e-b8d6-4fcb-a94f-0200a08962af,0,1
1a469e40-8d5a-47fd-8a01-020a829e04e6,0,0
fa14a043-b432-445e-8016-020dab390daa,0,0
bae0b7f8-bb1b-44f6-a7db-020e07de2a46,0,2
ad05f482-9af8-4089-8528-0211d75c3dac,0,2
