e72dcc0f-f7a3-416c-bdd6-000c1e741d00,1,1
0f965c3e-f793-437b-8dd1-000ce5715a3d,1,0
49647410-8513-43c8-9686-000db6d5d17d,8,19
ce27aae2-645e-4a86-8918-001aa2019b57,1,3
06744ca6-3bf7-4879-843f-002482d89ad0,2,2
14aa5602-f02b-46b3-ac00-002f9c79e51e,1,1
6546f5db-1fca-426d-98fa-0037a905511c,1,1
733154f1-04cb-4461-a385-003edc594e78,2,0
40720778-791c-49b9-b9c6-00482a5771b5,1,1
d32d747a-6bac-4480-b547-004bbe3846b9,2,0
2792a08e-33b8-4d22-a51e-008063e0a09b,0,2
ea6ec4ed-f973-4039-ab2b-008160901694,1,1
2796030f-99b2-48c3-9f97-008f57bd9f7d,2,3
f31c289c-344e-4d99-9db4-009315cafa71,1,0
fed621a0-d698-4f9e-88d8-00b1f8c73450,0.1,0.1
d52a38ba-45cb-44f7-9b02-00c222a5b923,17,21
efb3a6af-b05d-46bd-96d1-00d6611746f7,1,1
b464d392-79b5-47da-a3c1-00edc0e47785,1,2
6578fe7c-7ab8-4002-92e2-00f062da8a9f,1,0
99631aff-fece-4930-a381-00f215a1e32e,1,1
e10b7bd0-46dd-4d3b-a03b-0110c07b0ecf,2,0
d0e7988f-d65f-445e-8856-011442efc8b5,0,2
d42fe092-509f-4caf-adc7-0115711e7eb1,0,1
577f7b2f-b654-4719-80f9-012095e07e6d,0,1
2bd67c14-1dcb-4f6a-b486-0133d8ff35be,7,6
46736d47-8af4-4e86-9549-013cbc80b7bd,1,0
e709671b-198d-4429-941e-013ed0a8c363,0,1
cb623b46-6540-464f-ad44-0140dd4eb48f,1,1
4a63089d-02fc-456e-8eea-01485612b9b8,0,1
f0e6d6e6-1894-471b-80b6-014c5d716afa,3,0
f62c10b1-729d-49e6-b896-01538685bbe4,1,1
0ac42e52-e9eb-4676-921c-01594d79f8f6,0,3
065030a8-e3ce-4017-a1ec-017f522df66d,1,5910
0c1fe8d5-6dc4-4408-b9d7-018810cd9859,0.1,0.1
deaefe8a-d957-438f-a81b-01a3f3ac5f25,1,1
93f643bc-6c50-48fa-87bc-01a672827974,6,7
f787ed5e-f6dd-4c71-b223-01a7e42d8ee9,1,1
4eee7ec0-f71d-4db0-910b-01ac5c1b7cb6,2,1
0761c2ec-1f1d-42e9-97e3-01bb28269904,8,1
eb8cd766-d190-4199-afe1-01c84b49fc12,1,1
a42b8112-8904-4795-93b5-01e7c5d58d75,0,1
aea22be9-55b8-4729-a2f8-01ecde94ea09,2,0
502d335e-f315-41db-83c4-01ef8ff1d825,1,1
5a54722d-92d7-48b7-82c8-0209069ab4ee,1,1
